                             Struthionidae, Strutsar
Promerops gurneyi               Gurney's Sugarbird            Gurneys sockerfågel
                                Emberizidae, Fältsparvar
Melophus lathami                Crested Bunting               Tofssparv
Latoucheornis siemsseni         Slaty Bunting                 Skiffersparv
Emberiza   calandra        Corn Bunting                      Kornsparv
Emberiza   citrinella      Yellowhammer                      Gulsparv
Emberiza   leucocephalos   Pine Bunting                      Tallsparv
Emberiza   cia             Rock Bunting                      Klippsparv
Emberiza   godlewskii      Godlewski's Bunting               Mongolsparv
Emberiza   cioides         Meadow Bunting                    Ängssparv
Emberiza   jankowskii      Jankowski's Bunting               Jankowskisparv
Emberiza   buchanani       Grey-necked Bunting               Bergortolan
Emberiza   stewarti        Chestnut-breasted Bunting         Svarthakad sparv
Emberiza   cineracea       Cinereous Bunting                 Gulgrå sparv
Emberiza   hortulana       Ortolan Bunting                   Ortolansparv
Emberiza   caesia          Cretzschmar's Bunting             Rostsparv
Emberiza   cirlus          Cirl Bunting                      Häcksparv
Emberiza   striolata       Striped Bunting                   Bergsparv
Emberiza   sahari          House Bunting                     Hussparv
Emberiza   impetuani       Lark-like Bunting                 Sandsparv
Emberiza   tahapisi        African Rock Bunting              Afrikansk klippsparv
Emberiza   socotrana       Socotra Bunting                   Granitsparv
Emberiza   capensis        Cape Bunting                      Kapsparv
Emberiza   yessoensis      Ochre-rumped Bunting              Amursävsparv
Emberiza   tristrami       Tristram's Bunting                Tristramsparv
Emberiza   fucata          Chestnut-eared Bunting            Rödkindad sparv
Emberiza   pusilla         Little Bunting                    Dvärgsparv
Emberiza   chrysophrys     Yellow-browed Bunting             Gulbrynad sparv
Emberiza   rustica         Rustic Bunting                    Videsparv
Emberiza   elegans         Yellow-throated Bunting           Praktsparv
Emberiza   aureola         Yellow-breasted Bunting           Gyllensparv
Emberiza   poliopleura     Somali Golden-breasted Bunting    Somalisparv
Emberiza   flaviventris    African Golden-breasted Bunting   Gyllenbröstad sparv
Emberiza   affinis         Brown-rumped Bunting              Brungumpad sparv
Emberiza   cabanisi        Cabanis's Bunting                 Cabanissparv
Emberiza   rutila          Chestnut Bunting                  Rödbrun sparv
Emberiza   koslowi         Tibetan Bunting                   Koslovsparv
Emberiza melanocephala      Black-headed Bunting         Svarthuvad sparv
Emberiza bruniceps          Red-headed Bunting           Stäppsparv
Emberiza sulphurata         Yellow Bunting               Svavelsparv
Emberiza spodocephala       Black-faced Bunting          Gråhuvad sparv
Emberiza variabilis         Grey Bunting                 Blågrå sparv
Emberiza pallasi            Pallas's Bunting             Dvärgsävsparv
Emberiza schoeniclus        Reed Bunting                 Sävsparv
Emberiza vincenti           Vincent's Bunting            Malawisparv
Calcarius mccownii          McCown's Longspur            Prärielappsparv
Calcarius lapponicus        Lapland Longspur             Lappsparv
Calcarius pictus            Smith's Longspur             Tundralappsparv
Calcarius ornatus           Chestnut-collared Longspur   Praktlappsparv
Calcarius nivalis           Snow Bunting                 Snösparv
Calcarius hyperboreus       McKay's Bunting              Beringsnösparv
Calamospiza melanocorys     Lark Bunting                 Svartsparv
Passerella iliaca           Red Fox-Sparrow              Rävsparv
Passerella unalaschcensis   Sooty Fox-Sparrow            Soträvsparv
Passerella schistacea       Slate-colored Fox-Sparrow    Grå rävsparv
Melospiza melodia           Song Sparrow                 Sångsparv
Melospiza lincolnii         Lincoln's Sparrow            Lincolnsparv
Melospiza georgiana         Swamp Sparrow                Träsksparv
Zonotrichia capensis        Rufous-collared Sparrow      Morgonsparv
Zonotrichia querula         Harris's Sparrow             Kanadasparv
Zonotrichia leucophrys      White-crowned Sparrow        Vitkronad sparv
Zonotrichia albicollis      White-throated Sparrow       Vitstrupig sparv
Zonotrichia atricapilla     Golden-crowned Sparrow       Gulkronad sparv
Junco vulcani               Volcano Junco                Vulkanjunco
Junco hyemalis              Dark-eyed Junco              Mörkögd junco
Junco insularis             Guadalupe Junco              Guadalupejunco
Junco phaeonotus            Yellow-eyed Junco            Gulögd junco
Junco bairdi                Baird's Junco                Bairds junco
Passerculus sandwichensis   Savannah Sparrow             Gulbrynad grässparv
Passerculus rostratus       Large-billed Sparrow         Stornäbbad grässparv
Ammodramus maritimus       Seaside Sparrow                  Kustsparv
Ammodramus caudacutus      Saltmarsh Sharp-tailed Sparrow   Spetsstjärtad sparv
Ammodramus nelsoni         Nelson's Sharp-tailed Sparrow    Nelsons sparv
Ammodramus leconteii       Le Conte's Sparrow               Le Contes sparv
Ammodramus bairdii         Baird's Sparrow                  Präriesparv
Ammodramus henslowii       Henslow's Sparrow                Henslowsparv
Ammodramus savannarum      Grasshopper Sparrow              Gräshoppsparv
Xenospiza baileyi          Sierra Madre Sparrow             Sierra Madresparv
Myospiza humeralis         Grassland Sparrow                Grässparv
Myospiza aurifrons         Yellow-browed Sparrow            Gulmaskad sparv
Spizella arborea           American Tree Sparrow            Tundrasparv
Spizella passerina         Chipping Sparrow                 Tjippsparv
Spizella pusilla           Field Sparrow                    Åkersparv
Spizella wortheni          Worthen's Sparrow                Ensparv
Spizella atrogularis       Black-chinned Sparrow            Chaparralsparv
Spizella pallida           Clay-coloured Sparrow            Lerfärgad sparv
Spizella breweri           Brewer's Sparrow                 Brewersparv
Spizella taverneri         Timberline Sparrow               Trädgränssparv
Pooecetes gramineus        Vesper Sparrow                   Aftonsparv
Chondestes grammacus       Lark Sparrow                     Lärksparv
Amphispiza bilineata       Black-throated Sparrow           Svartstrupig sparv
Amphispiza belli           Bell's Sparrow                   Bells sparv
Amphispiza nevadensis      Sage Sparrow                     Malörtssparv
Aimophila mystacalis       Bridled Sparrow                  Tygelsparv
Aimophila humeralis        Black-chested Sparrow            Svartbröstad sparv
Aimophila ruficauda        Stripe-headed Sparrow            Strimhuvudsparv
Aimophila sumichrasti      Cinnamon-tailed Sparrow          Kanelstjärtsparv
Aimophila strigiceps       Stripe-capped Sparrow            Strimmig sparv
Aimophila aestivalis       Bachman's Sparrow                Bachmansparv
Aimophila botterii         Botteri's Sparrow                Botterisparv
Aimophila cassinii         Cassin's Sparrow                 Cassinsparv
Aimophila quinquestriata   Five-striped Sparrow             Fembandad sparv
Aimophila carpalis         Rufous-winged Sparrow            Rostvingad sparv
Aimophila ruficeps             Rufous-crowned Sparrow        Rostkronad sparv
Aimophila notosticta           Oaxaca Sparrow                Oaxacasparv
Aimophila rufescens            Rusty Sparrow                 Rostryggad sparv
Aimophila stolzmanni           Tumbes Sparrow                Tumbessparv
Torreornis inexpectata         Zapata Sparrow                Zapatasparv
Oriturus superciliosus         Striped Sparrow               Azteksparv
Phrygilus atriceps             Black-hooded Sierra-Finch     Svarthuvad sierrafink
Phrygilus punensis             Peruvian Sierra-Finch         Perusierrafink
Phrygilus gayi                 Grey-hooded Sierra-Finch      Gråhuvad sierrafink
Phrygilus patagonicus          Patagonian Sierra-Finch       Patagonsierrafink
Phrygilus fruticeti            Mourning Sierra-Finch         Sorgsierrafink
Phrygilus unicolor             Plumbeous Sierra-Finch        Blågrå sierrafink
Phrygilus dorsalis             Red-backed Sierra-Finch       Rödryggad sierrafink
Phrygilus erythronotus         White-throated Sierra-Finch   Vitstrupig sierrafink
Phrygilus plebejus             Ash-breasted Sierra-Finch     Gråbröstad sierrafink
Phrygilus carbonarius          Carbonated Sierra-Finch       Svartbröstad sierrafink
Phrygilus alaudinus            Band-tailed Sierra-Finch      Svartmaskad sierrafink
Melanodera melanodera          Canary-winged Finch           Gulvingad patagonfink
Melanodera xanthogramma        Yellow-bridled Finch          Patagonfink
Haplospiza rustica             Slaty Finch                   Skifferfink
Haplospiza unicolor            Uniform Finch                 Enfärgad fink
Acanthidops bairdii            Peg-billed Finch              Spetsnäbbad fink
Lophospingus pusillus          Black-crested Finch           Boliviakardinal
Lophospingus griseocristatus   Grey-crested Finch            Grå tofsfink
Donacospiza albifrons          Long-tailed Reed-Finch        Rörfink
Rowettia goughensis            Gough Finch                   Goughfink
Nesospiza acunhae              Nightingale Finch             Tristanfink
Nesospiza wilkinsi             Wilkins's Finch               Tjocknäbbad tristanfink
Diuca speculifera              White-winged Diuca-Finch      Vitvingad diukafink
Diuca diuca                    Common Diuca-Finch            Diukafink
Idiopsar brachyurus            Short-tailed Finch            Kortstjärtad fink
Piezorhina cinerea             Cinereous Finch               Askfink
Xenospingus concolor           Slender-billed Finch          Smalnäbbad fink
Incaspiza pulchra         Great Inca-Finch                    Större inkafink
Incaspiza personata       Rufous-backed Inca-Finch            Brunryggad inkafink
Incaspiza ortizi          Grey-winged Inca-Finch              Gråvingad inkafink
Incaspiza laeta           Buff-bridled Inca-Finch             Skägginkafink
Incaspiza watkinsi        Little Inca-Finch                   Mindre inkafink
Poospiza thoracica        Bay-chested Warbling-Finch          Rostbröstad sångfink
Poospiza boliviana        Bolivian Warbling-Finch             Boliviasångfink
Poospiza alticola         Plain-tailed Warbling-Finch         Bergssångfink
Poospiza hypochondria     Rufous-sided Warbling-Finch         Brunsidig sångfink
Poospiza erythrophrys     Rusty-browed Warbling-Finch         Brunbrynad sångfink
Poospiza ornata           Cinnamon Warbling-Finch             Brunbröstad sångfink
Poospiza nigrorufa        Black-and-rufous Warbling-Finch     Svartröd sångfink
Poospiza whitii           Black-and-chestnut Warbling-Finch   Vitbrynad sångfink
Poospiza lateralis        Red-rumped Warbling-Finch           Rödgumpad sångfink
Poospiza rubecula         Rufous-breasted Warbling-Finch      Svartörad sångfink
Poospiza caesar           Chestnut-breasted Mountain-Finch    Jättesångfink
Poospiza hispaniolensis   Collared Warbling-Finch             Halsbandssångfink
Poospiza torquata         Ringed Warbling-Finch               Ringsångfink
Poospiza cinerea          Cinereous Warbling-Finch            Grå sångfink
Poospiza melanoleuca      Black-capped Warbling-Finch         Svarthuvad sångfink
Poospiza garleppi         Cochabamba Mountain-Finch           Cochabambafink
Poospiza baeri            Tucuman Mountain-Finch              Tucumanfink
Sicalis citrina           Stripe-tailed Yellow-Finch          Vithalsad gulfink
Sicalis lutea             Puna Yellow-Finch                   Punagulfink
Sicalis uropygialis       Bright-rumped Yellow-Finch          Gulgumpad gulfink
Sicalis luteocephala      Citron-headed Yellow-Finch          Gulhuvad gulfink
Sicalis auriventris       Greater Yellow-Finch                Större gulfink
Sicalis olivascens        Greenish Yellow-Finch               Olivgulfink
Sicalis lebruni           Patagonian Yellow-Finch             Patagongulfink
Sicalis columbiana        Orange-fronted Yellow-Finch         Columbiansk gulfink
Sicalis flaveola          Saffron Finch                       Saffransfink
Sicalis raimondii         Raimondi's Yellow-Finch             Perugulfink
Sicalis luteola           Grassland Yellow-Finch              Gyllenfink
Sicalis luteiventris       Misto Yellow-Finch          Mistogulfink
Sicalis taczanowskii       Sulphur-throated Finch      Tjocknäbbad gulfink
Emberizoides herbicola     Wedge-tailed Grass-Finch    Kilstjärtad gräsfink
Emberizoides ypiranganus   Grey-cheeked Grass-Finch    Gråkindad gräsfink
Emberizoides duidae        Duida Grass-Finch           Duidagräsfink
Embernagra platensis       Great Pampa-Finch           Pampafink
Embernagra longicauda      Pale-throated Serra-Finch   Ljusstrupig pampafink
Embernagra olivascens      Olive Pampa-Finch           Olivryggad pampafink
Volatinia jacarina         Blue-black Grassquit        Jakarinifink
Sporophila frontalis       Buffy-throated Seedeater    Vitpannad frösparv
Sporophila falcirostris    Temminck's Seedeater        Bambufrösparv
Sporophila schistacea      Slate-colored Seedeater     Skiffergrå frösparv
Sporophila intermedia      Grey Seedeater              Grå frösparv
Sporophila plumbea         Plumbeous Seedeater         Blygrå frösparv
Sporophila americana       Wing-barred Seedeater       Brokfrösprv
Sporophila murallae        Caquetá Seedeater           Caquetafrösparv
Sporophila corvina         Variable Seedeater          Glasögonfrösparv
Sporophila torqueola       White-collared Seedeater    Vithalsad frösparv
Sporophila collaris        Rusty-collared Seedeater    Rostfärgad frösparv
Sporophila lineola         Lined Seedeater             Vitkronad frösparv
Sporophila bouvronides     Lesson's Seedeater          Skäggfrösparv
Sporophila luctuosa        Black-and-white Seedeater   Sorgfrösparv
Sporophila nigricollis     Yellow-bellied Seedeater    Gulbukad frösparv
Sporophila ardesiaca       Dubois's Seedeater          Svarthuvad frösparv
Sporophila caerulescens    Double-collared Seedeater   Gråblå frösparv
Sporophila albogularis     White-throated Seedeater    Vitstrupig frösparv
Sporophila leucoptera      White-bellied Seedeater     Vitbukad frösparv
Sporophila peruviana       Parrot-billed Seedeater     Papegojnäbbad frösparv
Sporophila simplex         Drab Seedeater              Jordbrun frösparv
Sporophila nigrorufa       Black-and-tawny Seedeater   Svartstrupig frösparv
Sporophila bouvreuil       Capped Seedeater            Kalottfrösparv
Sporophila insulata        Tumaco Seedeater            Tumacofrösparv
Sporophila minuta          Ruddy-breasted Seedeater    Dvärgfrösparv
Sporophila hypoxantha        Tawny-bellied Seedeater         Rostfrösparv
Sporophila hypochroma        Grey-and-chestnut Seedeater     Kastanjekindad frösparv
Sporophila ruficollis        Dark-throated Seedeater         Svarthalsad frösparv
Sporophila palustris         Marsh Seedeater                 Kärrfrösparv
Sporophila castaneiventris   Chestnut-bellied Seedeater      Kastanjebröstad frösparv
Sporophila cinnamomea        Chestnut Seedeater              Kastanjebrun frösparv
Sporophila melanogaster      Black-bellied Seedeater         Svartbukad frösparv
Sporophila telasco           Chestnut-throated Seedeater     Brunhakad frösparv
Sporophila zelichi           Entre Rios Seedeater            Entre Riosfrösparv
Oryzoborus crassirostris     Large-billed Seed-Finch         Ljusnäbbad frösparv
Oryzoborus atrirostris       Black-billed Seed-Finch         Svartnäbbad frösparv
Oryzoborus nuttingi          Nicaraguan Seed-Finch           Nicaraguafrösparv
Oryzoborus maximiliani       Great-billed Seed-Finch         Större frösparv
Oryzoborus angolensis        Chestnut-bellied Seed-Finch     Mindre frösparv
Oryzoborus funereus          Thick-billed Seed-Finch         Tjocknäbbad frösparv
Amaurospiza concolor         Blue Seedeater                  Blå fröfink
Amaurospiza relicta          Slate-blue Seedeater            Gråblå fröfink
Amaurospiza moesta           Blackish-blue Seedeater         Blåsvart fröfink
Amaurospiza carrizalensis    Carrizal Blue-black Seedeater   Carrizalfröfink
Melopyrrha nigra             Cuban Bullfinch                 Svart biskop
Dolospingus fringilloides    White-naped Seedeater           Vithalsad fröätare
Catamenia analis             Band-tailed Seedeater           Bandstjärtad frösparv
Catamenia inornata           Plain-coloured Seedeater        Enfärgad frösparv
Catamenia homochroa          Paramo Seedeater                Paramofrösparv
Tiaris obscurus              Dull-colored Grassquit          Brun gräsfink
Tiaris canorus               Cuban Grassquit                 Mindre kubafink
Tiaris olivaceus             Yellow-faced Grassquit          Större kubafink
Tiaris bicolor               Black-faced Grassquit           Västindisk frösparv
Tiaris fuliginosus           Sooty Grassquit                 Svart gräsfink
Loxipasser anoxanthus        Yellow-shouldered Grassquit     Gulryggad gräsfink
Loxigilla portoricensis      Puerto Rican Bullfinch          Puerto Ricofink
Loxigilla violacea           Greater Antillean Bullfinch     Större Antillfink
Loxigilla noctis             Lesser Antillean Bullfinch      Antillfink
Loxigilla barbadensis        Barbados Bullfinch             Barbadosfink
Melanospiza richardsoni      St Lucia Black Finch           Svartfink
Geospiza magnirostris        Large Ground-Finch             Tjocknäbbad markfink
Geospiza fortis              Medium Ground-Finch            Darwinfink
Geospiza fuliginosa          Small Ground-Finch             Mindre Darwinfink
Geospiza difficilis          Sharp-beaked Ground-Finch      Spetsnäbbad Darwinfink
Geospiza scandens            Common Cactus-Finch            Kaktusfink
Geospiza conirostris         Large Cactus-Finch             Större kaktusfink
Camarhynchus crassirostris   Vegetarian Finch               Tjocknäbbad trädfink
Camarhynchus psittacula      Large Tree-Finch               Större trädfink
Camarhynchus pauper          Medium Tree-Finch              Mellanträdfink
Camarhynchus parvulus        Small Tree-Finch               Mindre trädfink
Camarhynchus pallidus        Woodpecker Finch               Spettfink
Camarhynchus heliobates      Mangrove Finch                 Mangrovefink
Certhidea olivacea           Warbler Finch                  Drillfink
Pinaroloxias inornata        Cocos Finch                    Cocosfink
Pipilo ocai                  Collared Towhee                Halsbandsbusksparv
Pipilo erythrophtalmus       Eastern Towhee                 Brunsidig busksparv
Pipilo maculatus             Spotted Towhee                 Fläckig busksparv
Pipilo fuscus                Canyon Towhee                  Kanjonbusksparv
Pipilo crissalis             California Towhee              Kalifornisk busksparv
Pipilo aberti                Abert's Towhee                 Arizonabusksparv
Pipilo albicollis            White-throated Towhee          Vitstrupig busksparv
Pipilo chlorurus             Green-tailed Towhee            Grönstjärtad busksparv
Melozone kieneri             Rusty-crowned Ground-Sparrow   Rostnackad marksparv
Melozone biarcuata           Prévost's Ground-Sparrow       Glasögonmarksparv
Melozone cabanisi            Cabanis' Ground-Sparrow        Costa Ricamarksparv
Melozone leucotis            White-eared Ground-Sparrow     Vitkindad marksparv
Arremon taciturnus           Pectoral Sparrow               Halsbandssparv
Arremon semitorquatus        Half-collared Sparrow          Brasiliansk sparv
Arremon franciscanus         San Francisco Sparrow          Sao Franciscosparv
Arremon flavirostris         Saffron-billed Sparrow         Gulnäbbad sparv
Arremon aurantiirostris      Orange-billed Sparrow          Orangeryggad sparv
Arremon schlegeli          Golden-winged Sparrow             Gulvingad sparv
Arremon abeillei           Black-capped Sparrow              Svartryggad sparv
Arremonops rufivirgatus    Olive Sparrow                     Olivsparv
Arremonops tocuyensis      Tocuyo Sparrow                    Tocuyosparv
Arremonops chloronotus     Green-backed Sparrow              Grönryggad sparv
Arremonops conirostris     Black-striped Sparrow             Svartstreckad sparv
Atlapetes albinucha        White-naped Brush-Finch           Vitnackad buskfink
Atlapetes gutturalis       Yellow-throated Brush-Finch       Gulstrupig buskfink
Atlapetes pallidinucha     Pale-naped Brush-Finch            Grånackad buskfink
Atlapetes rufinucha        Bolivian Brush-Finch              Brunkronad buskfink
Atlapetes nigrifrons       Perijá Rufous-naped Brush-Finch   Perijabuskfink
Atlapetes latinuchus       Rufous-naped Brush-Finch          Tumbesbuskfink
Atlapetes terborghi        Vilcabamba Brush-Finch            Vilcabambabuskfink
Atlapetes melanolaemus     Black-faced Brush-Finch           Svartstrupig buskfink
Atlapetes leucopis         White-rimmed Brush-Finch          Vitörad buskfink
Atlapetes melanopsis       Black-spectacled Brush-Finch      Maskbuskfink
Atlapetes melanocephalus   Santa Marta Brush-Finch           Santa Martabuskfink
Atlapetes pileatus         Rufous-capped Brush-Finch         Rostryggad buskfink
Atlapetes flaviceps        Olive-headed Brush-Finch          Olivhuvad buskfink
Atlapetes fuscoolivaceus   Dusky-headed Brush-Finch          Svartryggad buskfink
Atlapetes tricolor         Tricolored Brush-Finch            Trefärgad buskfink
Atlapetes albofrenatus     Moustached Brush-Finch            Skäggbuskfink
Atlapetes schistaceus      Slaty Brush-Finch                 Skifferbuskfink
Atlapetes canigenis        Grey Brush-Finch                  Grå buskfink
Atlapetes nationi          Rusty-bellied Brush-Finch         Rostbukad buskfink
Atlapetes seebohmi         Bay-crowned Brush-Finch           Gråkronad buskfink
Atlapetes leucopterus      White-winged Brush-Finch          Vitvingad buskfink
Atlapetes albiceps         White-headed Brush-Finch          Vithuvad buskfink
Atlapetes pallidiceps      Pale-headed Brush-Finch           Ljushuvad buskfink
Atlapetes rufigenis        Rufous-eared Brush-Finch          Brunörad buskfink
Atlapetes forbesi          Apurímac Brush-Finch              Glasögonbuskfink
Atlapetes semirufus        Ochre-breasted Brush-Finch        Brunhuvad buskfink
Atlapetes personatus       Tepui Brush-Finch                 Tepuibuskfink
Atlapetes fulviceps          Fulvous-headed Brush-Finch    Gulbröstad buskfink
Atlapetes citrinellus        Yellow-striped Brush-Finch    Gulmaskad buskfink
Buarremon brunneinucha       Chestnut-capped Brush-Finch   Brunryggad buskfink
Buarremon torquatus          Stripe-headed Brush-Finch     Vitbröstad buskfink
Buarremon virenticeps        Green-striped Brush-Finch     Grönstreckad buskfink
Buarremon atricapillus       Black-headed Brush-Finch      Svarthuvad buskfink
Pezopetes capitalis          Large-footed Finch            Långtåfink
Oreothraupis arremonops      Tanager Finch                 Tangarafink
Pselliophorus tibialis       Yellow-thighed Finch          Gulbent fink
Pselliophorus luteoviridis   Yellow-green Finch            Gulgrön fink
Lysurus castaneiceps         Olive Finch                   Olivfink
Lysurus crassirostris        Sooty-faced Finch             Tjocknäbbsfink
Urothraupis stolzmanni       Black-backed Bush-Tanager     Sottangara
Charitospiza eucosma         Coal-crested Finch            Svarttofsad fink
Saltatricula multicolor      Many-colored Chaco-Finch      Chacofink
Coryphaspiza melanotis       Black-masked Finch            Svartmaskad fink
Coryphospingus pileatus      Pileated Finch                Grå kronfink
Coryphospingus cucullatus    Red-crested Finch             Röd kronfink
Rhodospingus cruentus        Crimson Finch-Tanager         Röd Finktangara
Catamblyrhynchus diadema     Plushcap                      Mesfink
                             Cardinalidae, Kardinaler
Gubernatrix cristata         Yellow Cardinal               Grön kardinal
Paroaria coronata            Red-crested Cardinal          Grå kardinal
Paroaria dominicana          Red-cowled Cardinal           Dominikanerkardinal
Paroaria gularis             Red-capped Cardinal           Brunstrupig kardinal
Paroaria baeri               Crimson-fronted Cardinal      Maskkardinal
Paroaria capitata            Yellow-billed Cardinal        Mantelkardinal
Spiza americana              Dickcissel                    Dicksissel
Pheucticus chrysopeplus      Mexican Yellow-Grosbeak       Gul kardinal
Pheucticus tibialis          Black-thighed Grosbeak        Svartbent kardinal
Pheucticus chrysogaster      Southern Yellow-Grosbeak      Svartgul kardinal
Pheucticus aureoventris      Black-backed Grosbeak         Svartryggad kardinal
Pheucticus ludovicianus      Rose-breasted Grosbeak        Brokig kardinal
Pheucticus melanocephalus    Black-headed Grosbeak        Svarthuvad kardinal
Cardinalis cardinalis        Northern Cardinal            Röd kardinal
Cardinalis phoeniceus        Vermilion Cardinal           Cinnoberkardinal
Cardinalis sinuatus          Pyrrhuloxia                  Ökenkardinal
Caryothraustes canadensis    Yellow-green Grosbeak        Grön stenknäck
Caryothraustes poliogaster   Black-faced Grosbeak         Svartmaskad stenknäck
Parkerthraustes humeralis    Yellow-shouldered Grosbeak   Gulskuldrad stenknäck
Rhodothraupis celaeno        Crimson-collared Grosbeak    Rödbukad stenknäck
Periporphyrus erythromelas   Red-and-black Grosbeak       Röd stenknäck
Saltator grossus             Slate-colored Grosbeak       Vitstrupig saltator
Saltator fuliginosus         Black-throated Grosbeak      Rödnäbbad saltator
Saltator atriceps            Black-headed Saltator        Svarthuvad saltator
Saltator maximus             Buff-throated Saltator       Brunstrupig saltator
Saltator atripennis          Black-winged Saltator        Svartvingad saltator
Saltator similis             Green-winged Saltator        Grönvingad saltator
Saltator coerulescens        Greyish Saltator             Grå saltator
Saltator orenocensis         Orinocan Saltator            Orinocosaltator
Saltator maxillosus          Thick-billed Saltator        Tjocknäbbad saltator
Saltator aurantiirostris     Golden-billed Saltator       Gulnäbbad saltator
Saltator nigriceps           Black-cowled Saltator        Hättsaltator
Saltator cinctus             Masked Saltator              Masksaltator
Saltator atricollis          Black-throated Saltator      Svartstrupig saltator
Saltator rufiventris         Rufous-bellied Saltator      Rödbukad saltator
Saltator albicollis          Lesser Antillean Saltator    Antillsaltator
Saltator striatipectus       Streaked Saltator            Busksaltator
Cyanoloxia glaucocaerulea    Indigo Grosbeak              Indigotjocknäbb
Cyanocompsa cyanoides        Blue-black Grosbeak          Blåsvart biskop
Cyanocompsa brissonii        Ultramarine Grosbeak         Ultramarintjocknäbb
Cyanocompsa parellina        Blue Bunting                 Koboltfink
Passerina caerulea           Blue Grosbeak                Blåtjocknäbb
Passerina cyanea             Indigo Bunting               Indigofink
Passerina amoena             Lazuli Bunting               Lazulifink
Passerina versicolor         Varied Bunting               Broksparv
Passerina ciris               Painted Bunting                 Påvefink
Passerina rositae             Rose-bellied Bunting            Rosensparv
Passerina leclancherii        Orange-breasted Bunting         Orangeblåfink
Porphyrospiza caerulescens    Blue Finch                      Blåfink
                              Thraupidae, Tangaror
Orchesticus abeillei          Brown Tanager                   Brun tangara
Schistochlamys ruficapillus   Cinnamon Tanager                Kaneltangara
Schistochlamys melanopis      Black-faced Tanager             Gråtangara
Neothraupis fasciata          White-banded Tanager            Vitbandad tangara
Cypsnagra hirundinacea        White-rumped Tanager            Vitryggad tangara
Conothraupis speculigera      Black-and-white Tanager         Svartvit tangara
Conothraupis mesoleuca        Cone-billed Tanager             Kägelnäbbstangara
Lamprospiza melanoleuca       Red-billed Pied Tanager         Rödnäbbad tangara
Cissopis leverianus           Magpie Tanager                  Skattangara
Chlorornis riefferii          Grass-green Tanager             Gröntangara
Compsothraupis loricata       Scarlet-throated Tanager        Rödbröstad tangara
Sericossypha albocristata     White-capped Tanager            Krontangara
Nesospingus speculiferus      Puerto Rican Tanager            Puerto Ricotangara
Chlorospingus ophthalmicus    Common Bush-Tanager             Busktangara
Chlorospingus tacarcunae      Tacarcuna Bush-Tanager          Tacarcunabusktangara
Chlorospingus inornatus       Pirre Bush-Tanager              Pirrebusktangara
Chlorospingus semifuscus      Dusky Bush-Tanager              Olivbrun busktangara
Chlorospingus pileatus        Sooty-capped Bush-Tanager       Strimhuvad busktangara
Chlorospingus parvirostris    Yellow-whiskered Bush-Tanager   Gulskäggig busktangara
Chlorospingus flavigularis    Yellow-throated Bush-Tanager    Gulstrupig busktangara
Chlorospingus flavovirens     Yellow-green Bush-Tanager       Gulgrön busktangara
Chlorospingus canigularis     Ashy-throated Bush-Tanager      Gråstrupig busktangara
Cnemoscopus rubrirostris      Grey-hooded Bush-Tanager        Rödnäbbad busktangara
Hemispingus atropileus        Black-capped Hemispingus        Svartkronad hemispingus
Hemispingus calophrys         Orange-browed Hemispingus       Orangebrynad hemispingus
Hemispingus parodii           Parodi's Hemispingus            Gulbrynad hemispingus
Hemispingus superciliaris     Superciliaried Hemispingus      Gulbukad hemispingus
Hemispingus reyi              Grey-capped Hemispingus         Gråkronad hemispingus
Hemispingus frontalis           Oleaginous Hemispingus       Olivhemispingus
Hemispingus melanotis           Black-eared Hemispingus      Svartörad hemispingus
Hemispingus ochraceus           Western Hemispingus          Västlig hemispingus
Hemispingus piurae              Piura Hemispingus            Piurahemispingus
Hemispingus goeringi            Slaty-backed Hemispingus     Skifferryggad hemispingus
Hemispingus rufosuperciliaris   Rufous-browed Hemispingus    Brunbrynad hemispingus
Hemispingus verticalis          Black-headed Hemispingus     Svarthuvad hemispingus
Hemispingus xanthophthalmus     Drab Hemispingus             Gulögd hemispingus
Hemispingus trifasciatus        Three-striped Hemispingus    Trestrimmig hemispingus
Pyrrhocoma ruficeps             Chestnut-headed Tanager      Kastanjehuvad tangara
Thlypopsis fulviceps            Fulvous-headed Tanager       Brunhuvad tangara
Thlypopsis ornata               Rufous-chested Tanager       Kastanjebröstad tangara
Thlypopsis pectoralis           Brown-flanked Tanager        Brunsidig tangara
Thlypopsis sordida              Orange-headed Tanager        Orangehuvad tangara
Thlypopsis inornata             Buff-bellied Tanager         Kanelbröstad tangara
Thlypopsis ruficeps             Rust-and-yellow Tanager      Soltangara
Hemithraupis guira              Guira Tanager                Guiratangara
Hemithraupis ruficapilla        Rufous-headed Tanager        Gulhalsad tangara
Hemithraupis flavicollis        Yellow-backed Tanager        Gulgumpad tangara
Chrysothlypis chrysomelas       Black-and-yellow Tanager     Svartgul tangara
Chrysothlypis salmoni           Scarlet-and-white Tanager    Rödvit tangara
Nemosia pileata                 Hooded Tanager               Tygeltangara
Nemosia rourei                  Cherry-throated Tanager      Rubinstrupig tangara
Phaenicophilus palmarum         Black-crowned Palm-Tanager   Svartkronad ögonfläckstangara
Phaenicophilus poliocephalus    Grey-crowned Palm-Tanager    Ögonfläcktangara
Calyptophilus frugivorus        Eastern Chat-Tanager         Östlig trasttangara
Calyptophilus tertius           Western Chat-Tanager         Västlig trasttangara
Rhodinocichla rosea             Rosy Thrush-Tanager          Rosentangara
Mitrospingus cassinii           Dusky-faced Tanager          Svartmaskad tangara
